scaffold,position,start,end,midpoint,sites,chi_rosFst,chi_melFGFst,chi_melPFst,chi_amFst,chi_agFst,chi_timPFst,ros_melFGFst,ros_melPFst,ros_amFst,ros_agFst,ros_timPFst,melFG_melPFst,melFG_amFst,melFG_agFst,melFG_timPFst,melP_amFst,melP_agFst,melP_timPFst,am_agFst,am_timPFst,ag_timPFst
HE667780,430000,380000,480000,430000,12504,0.4707,0.5831,0.4629,0.383,0.3508,0.3648,0.5133,0.0504,0.4156,0.3265,0.5787,0.52,0.4467,0.3306,0.6661,0.3683,0.2635,0.5945,0.0601,0.4036,0.3906
HE667780,450000,400000,500000,450000,12732,0.4493,0.543,0.4576,0.4154,0.3967,0.3976,0.4492,0.0155,0.3842,0.3381,0.5274,0.4383,0.4053,0.3233,0.604,0.3587,0.3093,0.5609,0.0652,0.3743,0.3766
HE667780,470000,420000,520000,470874,12320,0.4586,0.4163,0.3849,0.4469,0.4556,0.3696,0.3951,0.0849,0.494,0.504,0.4977,0.3015,0.3983,0.3978,0.441,0.4119,0.4337,0.436,0.1083,0.3233,0.381
HE667780,490000,440000,540000,490275,14014,0.5384,0.4825,0.4529,0.4554,0.5019,0.3483,0.4328,0.1257,0.4889,0.5404,0.5262,0.3142,0.3723,0.4052,0.4623,0.3887,0.4441,0.4356,0.0876,0.3019,0.4091
HE667780,510000,460000,560000,510001,13398,0.5819,0.5086,0.4886,0.4729,0.5453,0.3379,0.4812,0.1475,0.5098,0.587,0.5329,0.3618,0.369,0.4298,0.4497,0.4043,0.4847,0.4371,0.0977,0.2716,0.423
HE667780,530000,480000,580000,530003,12495,0.6047,0.5051,0.5089,0.487,0.5771,0.3243,0.5156,0.1818,0.5642,0.6522,0.5722,0.4004,0.3899,0.4614,0.4606,0.4623,0.5522,0.4818,0.1117,0.3074,0.4716
HE667780,550000,500000,600000,550000,12223,0.6196,0.5059,0.5102,0.4612,0.5726,0.2461,0.5371,0.1984,0.5677,0.6821,0.5692,0.4216,0.3828,0.4776,0.4511,0.4495,0.5663,0.4513,0.1196,0.295,0.4684
HE667780,570000,520000,620000,570004,12867,0.5846,0.5454,0.5251,0.4137,0.5037,0.2237,0.4881,0.1131,0.4591,0.5366,0.509,0.4235,0.3473,0.3936,0.4506,0.371,0.441,0.4382,0.0808,0.218,0.3672
HE667780,590000,540000,640000,589997,13426,0.4779,0.4588,0.4425,0.3916,0.42,0.2536,0.4149,0.1479,0.4527,0.4526,0.4438,0.3581,0.3482,0.3332,0.3794,0.3854,0.3671,0.3824,0.1363,0.1855,0.293
HE667780,610000,560000,660000,610008,15465,0.4598,0.4703,0.4279,0.4276,0.4061,0.2814,0.4127,0.2191,0.4787,0.4378,0.4135,0.319,0.3735,0.2865,0.3496,0.4084,0.3218,0.3332,0.1835,0.1835,0.2443
HE667780,630000,580000,680000,630000,15966,0.5344,0.543,0.5193,0.4754,0.482,0.3692,0.4093,0.2816,0.4738,0.463,0.3675,0.2997,0.4025,0.3253,0.3516,0.4033,0.3693,0.3009,0.2797,0.1632,0.2822
HE667780,650000,600000,700000,650002,16401,0.5671,0.5789,0.5545,0.5388,0.532,0.4264,0.43,0.2918,0.5151,0.5012,0.3595,0.3152,0.4297,0.3032,0.3558,0.4496,0.4056,0.2967,0.369,0.1681,0.3355
HE667780,670000,620000,720000,669998,16103,0.6081,0.5959,0.5679,0.5952,0.5715,0.493,0.4491,0.3169,0.5662,0.5504,0.3759,0.3229,0.4518,0.3083,0.3581,0.5,0.4537,0.3087,0.4646,0.2235,0.3978
HE667780,690000,640000,740000,689992,15246,0.6444,0.6394,0.6035,0.6346,0.6169,0.5435,0.4786,0.3056,0.5954,0.5876,0.3612,0.3601,0.5018,0.3406,0.3921,0.5304,0.4922,0.3227,0.4968,0.3009,0.452
HE667780,710000,660000,760000,708737,13597,0.6689,0.6509,0.6264,0.6537,0.6533,0.5958,0.4698,0.2571,0.6029,0.6162,0.3644,0.3766,0.5118,0.3821,0.4321,0.5425,0.5488,0.3435,0.5262,0.3586,0.5214
HE667780,730000,680000,780000,730004,14536,0.5825,0.5841,0.4971,0.6331,0.5698,0.5473,0.4417,0.1526,0.6032,0.5311,0.3618,0.3732,0.5126,0.3124,0.4016,0.5473,0.4567,0.3084,0.4805,0.3911,0.4431
HE667780,750000,700000,800000,750000,14942,0.6095,0.6003,0.4596,0.6649,0.5703,0.5891,0.4072,0.2001,0.6185,0.5017,0.3686,0.3618,0.5183,0.335,0.3968,0.5591,0.4227,0.3378,0.4894,0.44,0.4385
HE667780,770000,720000,820000,769993,14756,0.5923,0.5756,0.4267,0.6635,0.5582,0.5579,0.3794,0.1959,0.6174,0.4641,0.3372,0.3438,0.5133,0.3162,0.3656,0.5646,0.3874,0.3049,0.4895,0.4352,0.4036
HE667780,790000,740000,840000,789485,14517,0.5994,0.574,0.4232,0.6717,0.5608,0.5301,0.4039,0.2212,0.6545,0.4866,0.3391,0.3625,0.5422,0.3373,0.3531,0.598,0.4097,0.2744,0.512,0.4152,0.3854
HE667780,810000,760000,860000,810849,15343,0.6066,0.5765,0.4287,0.6935,0.56,0.5163,0.4016,0.2355,0.6743,0.4842,0.3156,0.3655,0.5721,0.3406,0.3241,0.6346,0.4129,0.2592,0.5299,0.4119,0.365
HE667780,830000,780000,880000,830000,14407,0.6027,0.6171,0.4443,0.7233,0.5872,0.498,0.4168,0.2233,0.6851,0.4752,0.3091,0.4123,0.622,0.334,0.3365,0.6727,0.4199,0.2557,0.5727,0.4096,0.3654
HE667780,850000,800000,900000,850010,14148,0.5197,0.5556,0.4405,0.6863,0.5534,0.3753,0.4277,0.1457,0.6692,0.4563,0.3124,0.4224,0.6208,0.335,0.3306,0.687,0.4297,0.2571,0.518,0.4144,0.3306
HE667780,870000,820000,920000,870017,14945,0.4698,0.5344,0.4163,0.6524,0.5122,0.3331,0.4356,0.0929,0.6422,0.4246,0.3348,0.4362,0.6072,0.3181,0.3421,0.6645,0.3952,0.2725,0.4353,0.3858,0.2899
HE667780,890000,840000,940000,889914,14956,0.465,0.5488,0.4164,0.6466,0.5142,0.2998,0.4104,0.0648,0.6039,0.3872,0.3265,0.4406,0.6031,0.3234,0.3581,0.6485,0.3773,0.2775,0.4247,0.3675,0.2815
HE667780,910000,860000,960000,909994,13455,0.4544,0.5529,0.3986,0.5962,0.5021,0.2541,0.4477,0.053,0.5776,0.3981,0.3371,0.4794,0.595,0.3622,0.3906,0.5989,0.377,0.272,0.377,0.3341,0.2738
HE667780,930000,880000,980000,929992,13533,0.4982,0.5343,0.4174,0.5735,0.4546,0.3082,0.4839,0.1086,0.5919,0.4361,0.3704,0.4715,0.5591,0.4077,0.4292,0.5731,0.3721,0.3141,0.3007,0.379,0.2928
HE667780,950000,900000,1000000,949995,13520,0.5249,0.5669,0.4435,0.5653,0.4287,0.3418,0.473,0.1107,0.5863,0.4017,0.4195,0.4611,0.5705,0.3814,0.4828,0.562,0.324,0.3584,0.3088,0.4264,0.303
HE667780,970000,920000,1020000,969997,12863,0.5898,0.6135,0.5136,0.6193,0.4438,0.343,0.4855,0.1348,0.6607,0.4272,0.5036,0.4832,0.6547,0.4139,0.5626,0.6365,0.3466,0.4527,0.3339,0.5365,0.3615
HE667780,990000,940000,1040000,992374,12848,0.6157,0.6383,0.5396,0.6451,0.4166,0.3692,0.5526,0.1365,0.7114,0.4533,0.566,0.5222,0.7068,0.4423,0.6154,0.6698,0.3585,0.5286,0.3271,0.5806,0.3582
HE667780,1010000,960000,1060000,1009999,13583,0.6245,0.6414,0.5798,0.7185,0.475,0.3413,0.539,0.0753,0.7528,0.4839,0.5901,0.5147,0.7542,0.4883,0.6185,0.7436,0.4054,0.5693,0.3549,0.6572,0.4117
HE667780,1030000,980000,1080000,1030001,13924,0.581,0.6034,0.5412,0.7279,0.5222,0.2038,0.4974,-0.0286,0.7794,0.5452,0.583,0.4946,0.8052,0.5711,0.6059,0.7952,0.5084,0.5615,0.331,0.6868,0.4718
HE667780,1050000,1000000,1100000,1050001,12894,0.5465,0.6008,0.4972,0.7085,0.5067,0.1637,0.5213,-0.0464,0.7611,0.5416,0.5674,0.5434,0.827,0.6089,0.6278,0.7704,0.5077,0.5445,0.3242,0.6802,0.4763
HE667780,1070000,1020000,1120000,1070006,14134,0.4607,0.5356,0.4224,0.6348,0.461,0.1812,0.4754,-0.0584,0.671,0.4888,0.4835,0.4902,0.7505,0.5553,0.5604,0.685,0.4564,0.464,0.2794,0.5982,0.4278
HE667780,1090000,1040000,1140000,1088144,14950,0.4115,0.4815,0.3838,0.6048,0.4599,0.2006,0.3913,-0.0303,0.6016,0.4391,0.4229,0.4141,0.668,0.494,0.4955,0.6328,0.4106,0.4179,0.2378,0.5486,0.4104
HE667780,1110000,1060000,1160000,1110001,15656,0.3623,0.4563,0.3445,0.5264,0.4,0.2183,0.3409,-0.0079,0.5127,0.3564,0.3711,0.3705,0.5821,0.4113,0.4568,0.5539,0.3363,0.3781,0.1722,0.4627,0.3443
HE667780,1130000,1080000,1180000,1129997,16605,0.2931,0.4134,0.2965,0.4312,0.3171,0.2624,0.2896,-0.0031,0.3746,0.2194,0.309,0.3253,0.4053,0.2289,0.4012,0.4176,0.2098,0.3307,0.1267,0.3388,0.233
HE667780,1150000,1100000,1200000,1150000,17450,0.2867,0.3978,0.294,0.4593,0.3351,0.2898,0.2918,-0.0052,0.4112,0.2555,0.3136,0.3344,0.3877,0.1949,0.3528,0.4672,0.2591,0.3421,0.1197,0.2985,0.1989
HE667780,1170000,1120000,1220000,1169970,14590,0.2899,0.4133,0.2884,0.4641,0.3563,0.2986,0.3014,0.0076,0.4024,0.2697,0.3162,0.3582,0.3554,0.1902,0.3555,0.4702,0.2923,0.3507,0.0985,0.2817,0.1971
HE667780,1190000,1140000,1240000,1190697,14663,0.3018,0.4153,0.3154,0.4538,0.3617,0.3025,0.2902,-0.0131,0.382,0.2771,0.3315,0.3421,0.3102,0.1744,0.354,0.4396,0.2941,0.3609,0.083,0.2717,0.1941
HE667780,1210000,1160000,1260000,1209999,14719,0.3007,0.3816,0.3121,0.4318,0.3254,0.2863,0.292,-0.0305,0.4096,0.2715,0.3528,0.3277,0.2953,0.1474,0.3499,0.4579,0.2842,0.3791,0.0789,0.2689,0.1818
HE667780,1230000,1180000,1280000,1229998,13775,0.3503,0.413,0.3393,0.4569,0.3224,0.297,0.3545,-0.0308,0.4596,0.2981,0.4042,0.3646,0.3499,0.161,0.3821,0.4966,0.2805,0.4167,0.09,0.2484,0.1617
HE667780,1250000,1200000,1300000,1249999,13896,0.3547,0.4161,0.3402,0.4326,0.3037,0.2831,0.3481,-0.0293,0.4134,0.2558,0.3969,0.3296,0.3265,0.1593,0.4035,0.4366,0.2243,0.4046,0.084,0.2892,0.1832
HE667780,1270000,1220000,1320000,1270003,15365,0.3404,0.3987,0.3184,0.4537,0.3348,0.2719,0.3345,-0.0288,0.4294,0.2797,0.3694,0.2957,0.3069,0.1547,0.3652,0.4416,0.2378,0.3688,0.071,0.2961,0.1956
HE667780,1290000,1240000,1340000,1286555,14470,0.3072,0.3823,0.2514,0.4247,0.3049,0.2611,0.361,5e-04,0.4358,0.2887,0.3719,0.3141,0.3166,0.1475,0.3582,0.4298,0.226,0.3484,0.0715,0.2602,0.1793
HE667780,1310000,1260000,1360000,1296554,11260,0.2965,0.3968,0.2159,0.4425,0.3316,0.2804,0.3798,0.0105,0.4335,0.3113,0.3653,0.3259,0.3254,0.1587,0.3572,0.4184,0.2427,0.3305,0.0702,0.2416,0.1786
HE667780,1330000,1280000,1380000,1306555,8115,0.2426,0.3786,0.1861,0.4561,0.3421,0.2727,0.3446,0.0142,0.4166,0.2979,0.3051,0.3061,0.304,0.1401,0.3182,0.421,0.2499,0.298,0.0774,0.2613,0.1818
HE667780,1350000,1300000,1400000,1316565,4980,0.2224,0.3532,NA,0.4445,0.3597,0.2487,0.3432,NA,0.4401,0.3362,0.2681,NA,0.2825,0.14,0.251,NA,NA,NA,0.0502,0.2009,0.1665
HE667780,1370000,1320000,1420000,1326554,2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667778,50000,0,100000,50001,20244,0.128,0.3604,0.0962,0.2664,0.2652,0.2952,0.2863,0.0275,0.2008,0.1982,0.2438,0.2819,0.1057,0.1008,0.2005,0.1738,0.1602,0.2084,0.0043,0.0713,0.0733
HE667778,70000,20000,120000,70005,19706,0.1183,0.3438,0.0968,0.2586,0.2639,0.2911,0.2762,0.0398,0.197,0.2015,0.2459,0.2797,0.0933,0.0897,0.2014,0.1697,0.1664,0.2163,0.0033,0.0782,0.0838
HE667778,90000,40000,140000,89988,19198,0.1172,0.3382,0.0938,0.2615,0.2644,0.2929,0.2795,0.0501,0.2095,0.208,0.2542,0.2757,0.0884,0.0892,0.2026,0.1748,0.1706,0.2191,0.006,0.0849,0.0928
HE667778,110000,60000,160000,110000,19255,0.0988,0.3171,0.0646,0.2364,0.2454,0.2699,0.2819,0.061,0.2043,0.2034,0.251,0.2785,0.0875,0.0792,0.1925,0.1681,0.178,0.2142,0.006,0.0829,0.0861
HE667778,130000,80000,180000,130000,19328,0.0982,0.3249,0.0725,0.2486,0.2569,0.28,0.2776,0.0515,0.2025,0.2095,0.2499,0.2657,0.0807,0.082,0.1862,0.1639,0.1813,0.2164,0.0136,0.0796,0.0837
HE667778,150000,100000,200000,149999,18760,0.0966,0.3382,0.0852,0.2599,0.2701,0.2877,0.2684,0.0214,0.1974,0.2025,0.2349,0.2619,0.0816,0.0874,0.1841,0.1779,0.184,0.2153,0.015,0.0766,0.0872
HE667778,170000,120000,220000,169998,19815,0.0909,0.3246,0.0779,0.2491,0.2475,0.292,0.2618,0.0301,0.1877,0.1821,0.2464,0.2425,0.0931,0.0946,0.2073,0.1624,0.1514,0.2249,0.0161,0.1067,0.1138
HE667778,190000,140000,240000,189112,19880,0.0928,0.3016,0.07,0.2315,0.2337,0.2718,0.2473,0.0318,0.1827,0.1824,0.2427,0.2256,0.0934,0.0909,0.1964,0.1527,0.148,0.2145,0.0179,0.1062,0.1089
HE667778,210000,160000,260000,199119,15665,0.0935,0.3013,0.0774,0.2308,0.2297,0.291,0.2499,0.0276,0.1825,0.1817,0.2607,0.217,0.0972,0.0982,0.2074,0.1497,0.1395,0.2347,0.023,0.115,0.1164
HE667778,230000,180000,280000,209111,11768,0.0989,0.29,0.0757,0.2223,0.2258,0.293,0.2385,0.0342,0.1824,0.1784,0.2686,0.2099,0.0966,0.0972,0.2116,0.1501,0.1357,0.239,0.0179,0.1314,0.1333
HE667778,250000,200000,300000,219113,7803,0.0978,0.2711,NA,0.2153,0.209,0.2957,0.2518,NA,0.184,0.1799,0.2913,NA,0.0997,0.0928,0.2248,NA,NA,NA,0.0158,0.1495,0.1491
HE667778,270000,220000,320000,229113,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667778,290000,240000,340000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667776,50000,0,100000,50002,18516,0.1843,0.3608,0.1689,0.3419,0.3374,0.3608,0.2218,0.0534,0.2035,0.1981,0.2496,0.2446,0.0935,0.0858,0.1887,0.2034,0.2017,0.2721,0.005,0.0829,0.0988
HE667776,70000,20000,120000,70000,18961,0.1868,0.3648,0.1699,0.3452,0.337,0.3579,0.2284,0.0445,0.2081,0.2005,0.2413,0.2441,0.0865,0.086,0.1618,0.2082,0.2027,0.2579,1e-04,0.0638,0.0735
HE667776,90000,40000,140000,89987,18941,0.1836,0.3492,0.1747,0.3225,0.3195,0.351,0.2166,0.0424,0.1964,0.1872,0.2433,0.2191,0.0837,0.0752,0.1737,0.1769,0.1791,0.2469,0.0016,0.0802,0.0846
HE667776,110000,60000,160000,109982,18744,0.1927,0.3669,0.1883,0.331,0.3329,0.3476,0.2123,0.0316,0.1771,0.1736,0.2225,0.2162,0.0757,0.0671,0.1933,0.1623,0.1724,0.2321,-0.0029,0.1081,0.111
HE667776,130000,80000,180000,127050,17366,0.2029,0.3807,0.2146,0.3375,0.3429,0.3486,0.2188,0.0272,0.1772,0.171,0.2131,0.2332,0.0792,0.0733,0.1964,0.1635,0.1738,0.2212,-0.0057,0.1093,0.1129
HE667776,150000,100000,200000,137049,13684,0.2025,0.3916,0.222,0.3425,0.3509,0.3485,0.223,0.0098,0.1753,0.1642,0.2084,0.2339,0.0863,0.0781,0.2058,0.1668,0.1709,0.2156,-0.0019,0.1149,0.1162
HE667776,170000,120000,220000,147046,9688,0.2246,0.4088,0.2347,0.3496,0.3621,0.3493,0.2279,0.019,0.1686,0.1596,0.2083,0.2507,0.0959,0.0846,0.2441,0.1591,0.169,0.2162,0.0029,0.1359,0.1344
HE667776,190000,140000,240000,157052,5616,0.215,0.4411,NA,0.3737,0.3875,0.3594,NA,NA,0.1952,NA,NA,NA,0.0938,0.0906,0.2611,NA,NA,NA,-0.0025,0.1555,0.1461
HE667776,210000,160000,260000,167087,2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667776,230000,180000,280000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667774,50000,0,100000,50100,17858,0.1967,0.4384,0.1638,0.3914,0.3673,0.3932,0.4334,0.0154,0.3796,0.3431,0.386,0.4685,0.2706,0.2394,0.3546,0.3641,0.3224,0.3673,0.0036,0.0947,0.1001
HE667774,70000,20000,120000,70000,18333,0.1925,0.4351,0.1453,0.3866,0.3638,0.3811,0.4246,0.0185,0.3683,0.3368,0.3663,0.4669,0.2553,0.2299,0.338,0.3491,0.3168,0.3514,0.0021,0.0898,0.0926
HE667774,90000,40000,140000,90005,18666,0.1745,0.4338,0.1398,0.39,0.3663,0.3838,0.434,0.037,0.3754,0.3472,0.3691,0.4784,0.2556,0.237,0.3494,0.3564,0.337,0.3613,-0.0083,0.0929,0.1021
HE667774,110000,60000,160000,110002,18350,0.1648,0.4461,0.1333,0.3751,0.3469,0.3831,0.4366,0.0176,0.3658,0.333,0.3641,0.4868,0.3092,0.2911,0.389,0.3496,0.3257,0.3615,-0.01,0.0747,0.0892
HE667774,130000,80000,180000,129998,18198,0.1762,0.4361,0.1511,0.3324,0.3273,0.3323,0.3698,0.0026,0.2498,0.2458,0.2678,0.4335,0.2403,0.2765,0.3421,0.2576,0.2717,0.2798,-0.0023,0.0907,0.089
HE667774,150000,100000,200000,149995,17507,0.1972,0.4345,0.1667,0.3075,0.3092,0.33,0.3645,0.0073,0.2321,0.2372,0.2702,0.4013,0.2275,0.2713,0.3548,0.2126,0.2349,0.2685,0.0016,0.1099,0.106
HE667774,170000,120000,220000,169874,17599,0.1766,0.421,0.1555,0.2997,0.2991,0.3212,0.3564,0.0054,0.2327,0.2359,0.2699,0.3791,0.2291,0.2739,0.3479,0.2049,0.2218,0.2649,0.0054,0.1096,0.1066
HE667774,190000,140000,240000,181704,13804,0.1743,0.4399,0.1342,0.2912,0.3007,0.3203,0.3714,-0.0171,0.2233,0.239,0.2724,0.3915,0.2487,0.2996,0.3674,0.1944,0.2154,0.2624,0.0091,0.1105,0.1036
HE667774,210000,160000,260000,191714,10377,0.168,0.4344,0.1465,0.2998,0.3136,0.3245,0.3483,-0.006,0.2024,0.2305,0.2624,0.3589,0.1835,0.2608,0.3398,0.1569,0.1965,0.2447,0.0177,0.1401,0.1265
HE667774,230000,180000,280000,201706,7351,0.115,0.3893,0.1229,0.2575,0.2588,0.3121,0.3345,NA,0.2122,0.2232,0.2723,NA,0.1282,0.1564,0.2665,0.1549,0.1606,0.2533,0.0028,0.0969,0.1028
HE667774,250000,200000,300000,211699,4220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0572,0.0478
HE667774,270000,220000,320000,221847,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671121,50000,0,100000,39679,10544,0.1636,0.478,0.1521,0.4169,0.4347,0.2805,0.5406,-0.0534,0.4697,0.4892,0.3222,0.581,0.3244,0.3614,0.4198,0.4743,0.4817,0.2939,4e-04,0.2351,0.2266
HE671121,70000,20000,120000,49634,7479,0.1992,0.5384,0.1852,0.4937,0.4949,0.2505,0.6249,-0.0904,0.5684,0.5657,0.2986,NA,0.3908,0.388,0.4343,0.5733,0.5628,0.277,-0.0159,0.3027,0.3063
HE671121,90000,40000,140000,59634,4964,0.2259,NA,NA,0.5255,0.5325,0.211,NA,NA,0.6293,NA,NA,NA,0.4168,0.3916,NA,NA,NA,NA,-0.0077,0.3515,0.3567
HE671121,110000,60000,160000,69637,2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671121,130000,80000,180000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671117,50000,0,100000,20114,7847,0.5607,0.5466,0.4546,0.4009,0.3919,0.3409,0.3982,0.0797,0.2655,0.2782,0.6011,0.3065,0.1999,0.2159,0.5759,0.1248,0.1532,0.4894,0.0019,0.4117,0.418
HE671117,70000,20000,120000,29985,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145,0.5567,0.5847
HE671117,90000,40000,140000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671115,50000,0,100000,50688,21534,0.2786,0.3968,0.2848,0.3297,0.3372,0.3461,0.2985,0.0652,0.2113,0.2179,0.2476,0.2976,0.2141,0.2229,0.2548,0.1706,0.1865,0.2264,0.0056,0.0675,0.0503
HE671115,70000,20000,120000,69996,20735,0.3121,0.4101,0.3042,0.3455,0.3408,0.3422,0.3162,0.0731,0.2204,0.2173,0.2432,0.3266,0.2264,0.2217,0.2525,0.188,0.1881,0.2204,0.0073,0.0828,0.0628
HE671115,90000,40000,140000,90004,19941,0.3074,0.4365,0.3104,0.3527,0.3433,0.3407,0.3219,0.0466,0.194,0.1866,0.2142,0.3448,0.2376,0.2257,0.2731,0.1749,0.1642,0.2097,0.0076,0.0996,0.0818
HE671115,110000,60000,160000,110000,18903,0.3025,0.4448,0.2879,0.346,0.3346,0.326,0.343,0.0381,0.1853,0.1736,0.2117,0.385,0.2756,0.2634,0.3191,0.1766,0.1607,0.2261,0.005,0.1279,0.1027
HE671115,130000,80000,180000,130005,19387,0.2828,0.4418,0.2758,0.3395,0.3258,0.3238,0.3388,0.039,0.1947,0.1809,0.2306,0.3659,0.2396,0.2316,0.3211,0.1718,0.1508,0.228,0.0037,0.144,0.1207
HE671115,150000,100000,200000,149996,19718,0.2605,0.4366,0.2589,0.3327,0.3134,0.324,0.3186,0.0482,0.189,0.1775,0.2334,0.3629,0.2056,0.1939,0.3128,0.1842,0.1653,0.2541,0.0082,0.1502,0.1317
HE671115,170000,120000,220000,170002,18932,0.2427,0.4316,0.2601,0.3287,0.3124,0.3173,0.2992,0.0388,0.1795,0.1702,0.2353,0.3414,0.1944,0.19,0.3277,0.1768,0.1614,0.256,0.0097,0.1652,0.152
HE671115,190000,140000,240000,190001,19382,0.2349,0.4256,0.2622,0.3448,0.3325,0.3315,0.2892,0.0498,0.2079,0.2002,0.2679,0.3149,0.1644,0.1642,0.3252,0.1927,0.1887,0.2763,0.0128,0.2031,0.1944
HE671115,210000,160000,260000,210000,19598,0.257,0.4291,0.258,0.3588,0.3462,0.3349,0.2853,0.0551,0.2175,0.206,0.288,0.2876,0.133,0.1245,0.3159,0.1917,0.1723,0.2756,0.0172,0.2091,0.2
HE671115,230000,180000,280000,229997,18938,0.2958,0.435,0.2622,0.3757,0.3654,0.3657,0.2567,0.049,0.201,0.1948,0.3104,0.2683,0.1126,0.1113,0.3286,0.185,0.174,0.3089,0.016,0.2406,0.2314
HE671115,250000,200000,300000,250012,18917,0.2883,0.4196,0.2654,0.3691,0.3583,0.3617,0.2491,0.0391,0.2027,0.1945,0.3203,0.2357,0.098,0.108,0.3451,0.1666,0.1632,0.3158,0.0065,0.2717,0.2611
HE671115,270000,220000,320000,269994,19995,0.3053,0.4277,0.2746,0.3763,0.3714,0.3705,0.2336,0.0372,0.1906,0.1842,0.3532,0.2164,0.0883,0.0984,0.3808,0.1588,0.1562,0.3453,6e-04,0.3103,0.302
HE671115,290000,240000,340000,289999,20126,0.3331,0.4298,0.2864,0.3596,0.3449,0.3459,0.2956,0.0297,0.1991,0.1995,0.3859,0.3108,0.1448,0.1529,0.412,0.1908,0.1737,0.3806,-0.0016,0.2935,0.2788
HE671115,310000,260000,360000,310000,20110,0.2918,0.4058,0.2604,0.3389,0.3209,0.3592,0.293,0.0129,0.1986,0.2018,0.392,0.3329,0.1541,0.1646,0.4307,0.2186,0.208,0.4245,0,0.3172,0.3076
HE671115,330000,280000,380000,329992,19961,0.2777,0.4095,0.2661,0.3287,0.3126,0.3432,0.3132,-0.0033,0.2055,0.2015,0.4007,0.3556,0.1878,0.1854,0.475,0.2216,0.2053,0.446,0.0095,0.3355,0.3221
HE671115,350000,300000,400000,349999,19355,0.2941,0.407,0.2762,0.3277,0.3078,0.3347,0.3269,-0.008,0.2188,0.2028,0.4189,0.368,0.2065,0.1948,0.4858,0.2319,0.2054,0.4523,0.0213,0.3395,0.3199
HE671115,370000,320000,420000,369998,19155,0.2875,0.3953,0.2766,0.3095,0.2879,0.3487,0.3424,0.0074,0.232,0.2251,0.4192,0.3854,0.2115,0.2095,0.4761,0.2398,0.2246,0.462,0.029,0.3065,0.2938
HE671115,390000,340000,440000,390001,19354,0.2533,0.3843,0.2531,0.299,0.2936,0.3532,0.2861,-0.0059,0.2031,0.1942,0.3951,0.3207,0.1669,0.1813,0.4724,0.1982,0.1936,0.4424,0.0346,0.3204,0.331
HE671115,410000,360000,460000,409985,18710,0.2744,0.3964,0.276,0.303,0.2999,0.3322,0.289,-0.007,0.2103,0.2008,0.4,0.3106,0.1735,0.1824,0.4822,0.1851,0.1843,0.4246,0.0322,0.316,0.3262
HE671115,430000,380000,480000,424561,15377,0.2772,0.3857,0.2755,0.2981,0.2999,0.3288,0.281,0.0012,0.2108,0.2129,0.4005,0.3052,0.1383,0.1676,0.4497,0.1913,0.1997,0.4112,0.0254,0.296,0.3164
HE671115,450000,400000,500000,434558,12014,0.2848,0.3957,0.2787,0.298,0.3078,0.3455,0.2784,-0.0021,0.2022,0.2215,0.4144,0.3098,0.1245,0.1716,0.4647,0.1863,0.2071,0.4272,0.0163,0.2983,0.3389
HE671115,470000,420000,520000,444558,7890,0.271,0.4041,0.2638,0.2961,0.306,0.302,0.2956,-0.0362,0.2055,0.2123,0.4073,0.3121,0.1271,0.1719,0.4802,0.1818,0.1861,0.4024,0.018,0.3159,0.3557
HE671115,490000,440000,540000,454560,3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671115,510000,460000,560000,464615,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671111,50000,0,100000,21267,7406,0.2622,0.4596,0.2693,0.3752,0.3596,0.3531,0.2904,-0.0193,0.191,0.1776,0.2689,0.3125,0.2429,0.2584,0.3519,0.1798,0.1684,0.2796,0.006,0.1627,0.1474
